id,year,volume,issue,article_number,editor_era,is_editorial,title,authors,category,cluster_haiku_summary,summary_haiku,methodology_primary,methodology_secondary,unit_of_analysis_primary,unit_of_analysis_secondary,pedagogy_primary,pedagogy_secondary,technology_primary,technology_secondary,theory_primary,theory_secondary,ai_llm_involvement_primary,ai_llm_involvement_secondary,evidence_span,coding_confidence,extends_methodology,extends_pedagogy,extends_technology,extends_theory,coding_notes
ijCSCL_3_4_4,2008,3,4,4,stahl_hesse_2006_2015,no,Alternative goal structures for computer game-based learning,Fengfeng Ke,b,8,"This field study examined how cooperative, competitive, and individualistic goal structures in classroom computer math games affect fifth-graders' math performance and attitudes. Using a pretest-posttest design with 160 students across four conditions, results showed all gaming groups outperformed controls on math tests, but cooperative goal structures proved most effective for promoting positive math attitudes. Socioeconomic status significantly moderated outcomes, with disadvantaged students benefiting most from cooperation.",,,,,,,,,,,,,,,,,,,
ijCSCL_3_4_5,2008,3,4,5,stahl_hesse_2006_2015,no,Automatic coding of dialogue acts in collaboration protocols,Gijsbert Erkens & Jeroen Janssen,c,2,"Researchers developed an automatic coding system to identify dialogue acts (communicative functions) in online collaboration protocols using discourse markers. Testing on 1,000 messages showed 79% agreement with manual coding (Cohen's kappa=0.75). Validity analyses confirmed the system reliably distinguished gender differences in communication patterns and detected experimental intervention effects, supporting its utility for analyzing collaborative learning processes.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_1_1,2009,4,1,1,stahl_hesse_2006_2015,no,The pedagogical challenges to collaborative technologies,Diana Laurillard,b,6,"# Summary Collaborative technologies rarely address formal learning needs despite their educational potential. This paper proposes the Conversational Framework—a pedagogical model integrating instructionism, constructionism, socio-cultural, and collaborative learning theories—to establish user requirements for technology design. The framework emphasizes iterative interactions between teachers, learners, and peers across discursive and experiential levels, enabling educators to challenge technologies to deliver genuinely enhanced learning rather than merely digitizing conventional methods.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_1_2,2009,4,1,2,stahl_hesse_2006_2015,no,Productive failure in CSCL groups,Manu Kapur & Charles K. Kinzer,c,8,"Groups solving unstructured physics problems without support struggled initially but subsequently outperformed peers who solved well-structured problems on individual transfer tasks. This confirmatory study with 177 eleventh-grade students demonstrates productive failure: complex, divergent collaborative processes seemingly leading to failure paradoxically enhanced later problem-solving performance, suggesting that the nature of collaborative interaction rather than prior knowledge or solution quality drives learning gains.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_1_3,2009,4,1,3,stahl_hesse_2006_2015,no,A connective ethnography of peer knowledge sharing and diffusion in a tween virtual world,Deborah A. Fields & Yasmin B. Kafai,c,0,"Researchers used connective ethnography to trace how tweens ages 9-12 learned and shared an insider gaming practice—teleporting—across an after-school club, classrooms, and the virtual world Whyville.net. Integrating video, field notes, logfiles, and interviews, they found that most participants traversed multiple physical and virtual spaces to learn this practice, employing observation, questioning, and peer coaching. Knowledge diffusion occurred through informal, unstructured interactions rather than explicit instruction, demonstrating how virtual spaces expand peer-to-peer learning opportunities beyond traditional classroom boundaries.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_1_4,2009,4,1,4,stahl_hesse_2006_2015,no,Learning to collaborate while being scripted or by observing a model,Nikol Rummel & Hans Spada & Sabine Hauser,c,10,"Observing a worked-out collaboration model with elaboration support proved most effective for improving computer-mediated collaborative problem-solving among medical and psychology students. Using an experimental design with five conditions, researchers found that model-based learning outperformed scripted collaboration on process quality and knowledge measures. Results challenge the prevailing positive view of collaboration scripts in CSCL research, suggesting adaptive scripting approaches instead.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_1_5,2009,4,1,5,stahl_hesse_2006_2015,no,The power of natural frameworks: Technology and the question of agency in CSCL settings,Annika Lantz-Andersson,c,8,"# Summary This study analyzes how secondary school students frame computer-supported collaborative learning situations using video analysis of mathematics problem-solving with educational software. Results reveal students shift between social frameworks where they assume responsibility for understanding tasks and natural frameworks where they attribute difficulties to technology design. When receiving incorrect feedback without explanation, students often cease engaging with mathematical reasoning and instead attempt procedural workarounds, potentially avoiding accountability for learning while preserving self-esteem.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_2_1,2009,4,2,1,stahl_hesse_2006_2015,no,The joint organization of interaction within a multimodal CSCL medium,Murat Perit Çakır & Alan Zemel & Gerry Stahl,c,8,"This ethnomethodological case study examines how three students organize collaborative mathematical problem-solving in a synchronous dual-interaction online environment combining text chat and shared whiteboard. Through sequential interaction analysis, the authors reveal that students co-construct shared mathematical understanding by coordinating visual, narrative, and symbolic representations across media. The indexical field formed by referential links between chat messages and whiteboard drawings establishes common ground, enabling group cognition and deep mathematical learning through multiple realizations of mathematical objects.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_2_2,2009,4,2,2,stahl_hesse_2006_2015,no,Affordances revisited: Articulating a Merleau-Pontian view,Nina Bonderup Dohn,b,3,"This article develops a Merleau-Pontian account of affordances for CSCL, arguing that existing interpretations within the field contain unresolved ontological and epistemological tensions. The author proposes that affordances are dynamic, relational, and skill-relative properties existing independently of perception but relative to agents' body-schematic interaction potential. This framework shifts design and empirical research focus toward background structuring and learners' developing capabilities rather than mental models.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_2_3,2009,4,2,3,stahl_hesse_2006_2015,no,Genre and CSCL: The form and rhetoric of the online posting,Norm Friesen,c,2,"This study applies genre analysis to online discussion postings in CSCL contexts, hypothesizing that educational postings share rhetorical characteristics with their epistolary precursor, the letter. Through content analysis of 136 postings, the author identifies 240 rhetorical markers reflecting epistolary dynamics, including salutations, present-tense references, and temporal references. Findings suggest that cultural and historical factors embedded in familiar genres significantly shape how students engage in online collaborative learning, beyond technological affordances alone.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_2_4,2009,4,2,4,stahl_hesse_2006_2015,no,Exploring metaskills of knowledge-creating inquiry in higher education,Hanni Muukkonen & Minna Lakkala,c,16,"This study investigates metaskills required for knowledge-creating inquiry in higher education through an 11-week undergraduate psychology course using progressive inquiry and web-based collaboration. Qualitative analysis of database discourse and student self-reflections revealed three student groups exhibited varying engagement levels in collaborative object-oriented inquiry. Group C demonstrated superior skills in monitoring individual, collective, and object-oriented aspects of inquiry, while Groups A and B struggled with shared knowledge advancement. Findings suggest metaskills for collaborative knowledge creation develop through sustained socialization into inquiry practices emphasizing iterative development of shared epistemic objects.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_2_5,2009,4,2,5,stahl_hesse_2006_2015,no,A knowledge-practice perspective on technology-mediated learning,Kai Hakkarainen,b,16,"Technology enhances learning through transformed social practices, not merely through tool implementation. While knowledge-building theory emphasizes idea advancement, this perspective argues that genuine educational transformation requires cultivating epistemic practices—socially embedded ways of working with knowledge—that channel intellectual efforts toward collective knowledge advancement. Material artifacts and social practices constitute dialectical unity in knowledge creation.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_3_1,2009,4,3,1,stahl_hesse_2006_2015,no,Time is precious: Variable- and event-centred approaches to process analysis in CSCL research,Peter Reimann,c,13,"CSCL research often neglects temporal dimensions despite studying processes unfolding over weeks or months. Reimann argues that variable-centered variance theory inadequately captures long-term change, proposing event-centered analysis as a complementary approach. Event-based methods enable narrative explanation, accommodate multiple causality types, and facilitate integration of qualitative and quantitative analyses, offering CSCL researchers more appropriate tools for analyzing extended collaborative learning processes.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_3_2,2009,4,3,2,stahl_hesse_2006_2015,no,"Distinguishing knowledge-sharing, knowledge- construction, and knowledge-creation discourses Jan van Aalst","construction, and knowledge-creation discourses Jan van Aalst",c,16,"This study distinguishes three discourse modes—knowledge sharing, knowledge construction, and knowledge creation—using a coding scheme applied to secondary students' asynchronous online discussions in Knowledge Forum about SARS and Avian Flu. Analysis of four student groups' discourses revealed one group engaged in knowledge-creation discourse with superior knowledge advancement, one in knowledge-sharing discourse, and two in hybrid modes. Community sense emerged as the primary differentiating factor.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_3_3,2009,4,3,3,stahl_hesse_2006_2015,no,A three-level analysis of collaborative learning in dual-interaction spaces,Jacques Lonchamp,c,3,"This article presents a three-level qualitative interaction analysis methodology for dual-interaction spaces—CSCL systems combining shared artifact editing with synchronous communication. The approach analyzes collaborative learning traces at dialog, knowledge, and action levels to identify patterns and inform system customization. Applied to software engineering diagram construction, the method reveals how learners negotiate categorization rules through prototypical examples, enabling evidence-based improvements to learning environment design.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_3_4,2009,4,3,4,stahl_hesse_2006_2015,no,Collaborative corrections with spelling control: Digital resources and peer assistance,Asta Cekaite,b,5,"Swedish eighth-graders collaboratively corrected spelling errors using Microsoft Word's spellchecker during English writing tasks. Through conversation analysis of video-recorded sessions, the study identified how diagnostic tools and spelling lists configured different correction practices. Students preferentially used diagnostic feedback for autonomous problem-solving before requesting peer assistance or spelling suggestions, demonstrating that underspecified software instructions created space for creative collaborative engagement and language learning.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_3_5,2009,4,3,5,stahl_hesse_2006_2015,no,Web 2.0: Inherent tensions and evident challenges for education,Nina Bonderup Dohn,f,12,"Web 2.0 practices and educational systems embody fundamentally incompatible learning metaphors. While Web 2.0 emphasizes participatory, distributed knowledge construction with internal goals, education prioritizes individual knowledge acquisition for external purposes. This conceptual tension manifests practically in challenges regarding collaboration, evaluation criteria, and material authenticity when Web 2.0 tools are integrated into educational settings.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_4_1,2009,4,4,1,stahl_hesse_2006_2015,no,Wikis to support the “collaborative” part of collaborative learning,Johann Ari Larusson & Richard Alterman,a,12,"Wikis provide an effective platform for supporting asynchronous, non-collocated collaborative learning when enhanced with awareness, navigation, and communication components. Two case studies demonstrate that prefabricated wiki structures function as coordinating representations, enabling both tightly coupled team design projects and loosely coupled co-blogging activities to maintain adequate intersubjective spaces for productive student collaboration.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_4_2,2009,4,4,2,stahl_hesse_2006_2015,no,Earth science learning in SMALLab: A design experiment for mixed reality,David Birchfield & Colleen Megowan-Romanowicz,b,6,"This design experiment examined how mixed-reality environments support collaborative earth science learning. Researchers implemented SMALLab, a semi-immersive platform enabling colocated students to interact face-to-face within computationally mediated spaces. A 3-day intervention with 72 high school students revealed significantly increased student-to-student exchanges compared to traditional instruction and notable achievement gains on concept assessments, suggesting mixed-reality technology's potential for enhancing K-12 collaborative learning when properly designed.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_4_3,2009,4,4,3,stahl_hesse_2006_2015,no,Contrasting the use of tools for presentation and critique: Some cases from architectural education,Gustav Lymer & Jonas Ivarsson & Oskar Lindwall,c,3,"This ethnomethodological video analysis of architectural design reviews examines how presentation technologies shape critique practices. Comparing poster-based, digital slideshow, and hybrid setups across 143 sessions, the study reveals that digital technologies fundamentally transform sequential organization, shared attention, and part-whole relations during discussion and assessment. The findings suggest that presentation tools designed primarily for delivery may inadequately support subsequent critique, highlighting the need for spatially organized interfaces better suited to collaborative design review practices.",,,,,,,,,,,,,,,,,,,
ijCSCL_4_4_4,2009,4,4,4,stahl_hesse_2006_2015,no,An ontology engineering approach to the realization of theory-driven group formation,Seiji Isotani & Akiko Inaba & Mitsuru Ikeda & Riichiro Mizoguchi,a,4,"This research presents an ontology-based framework for theory-driven group formation in collaborative learning. Using ontological engineering, the authors formalize learning theory concepts to guide group composition, role assignment, and activity design. A proof-of-concept experiment with four instructors and twenty participants demonstrated that groups formed according to pedagogical theory specifications showed significantly better performance and more meaningful interactions than control groups, suggesting ontologies effectively operationalize learning theories for improved collaborative learning outcomes.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_1_1,2010,5,1,1,stahl_hesse_2006_2015,no,"A framework for conceptualizing, representing, and analyzing distributed interaction",Daniel D. Suthers & Nathan Dwyer & Richard Medina & Ravi Vatrapu,c,4,"# Summary Suthers and colleagues present an uptake analysis framework for analyzing distributed technology-mediated interaction. The framework uses contingency graphs—abstract transcripts representing events as vertices and relationships between events as edges—to unify interaction data across multiple media and temporal scales. Uptake, defined as participants taking prior events as relevant for ongoing activity, serves as the conceptual foundation. The authors demonstrate the framework's utility through qualitative and quantitative analyses of synchronous and asynchronous collaborative learning data, arguing it enables both microanalysis and scaled statistical analysis while supporting dialogue across diverse CSCL methodologies.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_1_2,2010,5,1,2,stahl_hesse_2006_2015,no,Computer-supported argumentation: A review of the state of the art,Oliver Scheuer & Frank Loll & Niels Pinkwart & Bruce M. McLaren,b,9,"Computer-supported argumentation systems have evolved over 15-20 years to support and teach argumentation skills across domains. This literature review examines 50 systems, analyzing argument representations, interaction designs, ontologies, automated analysis techniques, and empirical findings. Key results show that visual representations and structured interaction designs improve argumentative discourse, while macro-level pedagogical scripts enhance learning outcomes. However, conflicting empirical results reveal the need for comprehensive theoretical frameworks and systematic comparative studies.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_1_3,2010,5,1,3,stahl_hesse_2006_2015,no,Exploring whether students’ use of labelling depends upon the type of activity,Eva Mary Bures & Philip C. Abrami & Richard F. Schmid,c,2,"This mixed-methods study examined whether graduate students use labeling features less frequently during structured versus unstructured online dialogue. Participants (n=37) engaged in two activities: an unstructured discussion and a HipBone Game with predetermined structure. Results showed significantly reduced label usage during the structured activity, with 62% using labels multiple times unstructured versus 46% structured. Students preferred the structured dialogue but reported mixed satisfaction with labeling. Findings suggest structured activities provide alternative scaffolding, potentially rendering labeling features redundant.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_1_4,2010,5,1,4,stahl_hesse_2006_2015,no,Toward a dialectic relation between the results in CSCL: Three critical methodological aspects of content analysis schemes,Marc Clarà & Teresa Mauri,c,14,"This paper proposes a framework of indicators based on three critical methodological aspects—units of analysis, relations between theoretical levels, and dimensions of analysis—to facilitate reciprocal positioning of content analysis results in CSCL research. Rather than seeking theoretical integration across diverse approaches, the authors argue for dialectical relations that reveal tensions and enable mutual theoretical development within the field's inherent methodological diversity.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_2_1,2010,5,2,1,stahl_hesse_2006_2015,no,Mr. Vetro: A Collective Simulation for teaching health science,Andri Ioannidou & Alexander Repenning & David Webb & Diane Keyser & Lisa Luhn & Christof Daetwyler,b,7,"Mr. Vetro is a collective simulation where students collaboratively control physiological organs on networked computers to learn about system interactions. Formal evaluation across 400 high school students demonstrated significant learning gains in physiological knowledge and vocabulary, increased inquiry-based teaching practices, and positive real-life health behavior changes, though attitudes toward science remained relatively stable.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_2_2,2010,5,2,2,stahl_hesse_2006_2015,no,Animation and grammar in science education: Learners’ construal of animated educational software Göran Karlsson,Goran Karlsson,b,5,"This case study examines how two upper-secondary students collaboratively interpret animated biochemical processes through written reports. Using interaction analysis of video-recorded sessions, the research reveals that students' grammatically constructed narratives prioritize perceptually salient animated features as active subjects, deriving noun phrases from animation and educational text while substituting verbs with everyday language. Without sufficient subject-matter knowledge, students cannot evaluate adequacy and rely solely on grammatical correctness, resulting in non-scientific explanations. The findings emphasize that technology-supported science education requires consideration of both cultural and semiotic processes.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_2_3,2010,5,2,3,stahl_hesse_2006_2015,no,Scripting a distance-learning university course: Do students benefit from net-based scripted collaboration?,Joerg M. Haake & Hans-Rüdiger Pfister,b,10,"This experimental field study examined whether scripted collaboration benefits net-based learning in a semester-long university operating systems course. Forty-two student groups performed brainstorming, clustering, and essay-writing tasks either with system-enforced scripts or non-scripted instructions. Results showed no general advantage of scripting for knowledge acquisition or task performance. However, principal component analysis revealed scripting slightly improved essay coherence and comprehensibility, suggesting benefits for complex tasks requiring deeper understanding.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_2_4,2010,5,2,4,stahl_hesse_2006_2015,no,Distributed leadership in online groups,Julia Gressick & Sharon J. Derry,c,4,"In an asynchronous online learning environment, pre-service teachers working in small groups demonstrated highly distributed leadership across all members, with different leadership forms showing varying distribution patterns. While successful group performance was not directly predicted by overall leadership distribution patterns, qualitative analysis revealed that effective groups developed internal organizational structures and positive interpersonal dynamics that facilitated both peer and instructor engagement, suggesting emergent distributed leadership offers a viable alternative to scripted collaborative roles.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_2_5,2010,5,2,5,stahl_hesse_2006_2015,no,Promoting metacognitive skills through peer scaffolding in a CSCL environment,Manoli Pifarre & Ruth Cobos,c,4,"A longitudinal case study of 18 university students using the KnowCat knowledge-building system over two semesters examined how peer scaffolding develops metacognitive skills in computer-supported collaborative learning. Content analysis of student annotations revealed statistically significant increases in metacognitive processes, particularly in monitoring and clarity-seeking behaviors. Results suggest pedagogical use of CSCL environments with structured peer feedback effectively enhances students' self-regulation and collaborative problem-solving capabilities.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_3_1,2010,5,3,1,stahl_hesse_2006_2015,no,Online moderation of synchronous e-argumentation,Christa S. C. Asterhan & Baruch B. Schwarz,c,9,"This exploratory study examines effective online moderation of synchronous small-group argumentation in co-located classrooms. Through student questionnaires and protocol analyses of moderated discussions using Digalo software, researchers found that generic scaffolding prompts—effective in face-to-face settings—were ineffective in synchronous e-discussions. Instead, content-specific, involved moderation styles that disguised scaffolding as peer participation proved more effective and appreciated by students.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_3_2,2010,5,3,2,stahl_hesse_2006_2015,no,Scaffolding problem-based learning with CSCL tools,Jingyan Lu & Susanne P. Lajoie & Jeffrey Wiseman,b,8,"Interactive whiteboards fundamentally altered teacher scaffolding in medical problem-based learning. This case study compared traditional whiteboard versus interactive whiteboard conditions during deteriorating patient simulations with medical students. Results revealed that interactive whiteboards enabled teachers to visualize all student groups' work simultaneously, allowing them to increase problem complexity and reduce task-structuring guidance. Technology expanded scaffolding choices by externalizing collaborative problem-solving processes.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_3_3,2010,5,3,3,stahl_hesse_2006_2015,no,How digital concept maps about the collaborators’ knowledge and information influence computer-supported collaborative problem solving,Tanja Engelmann & Friedrich W. Hesse,b,4,"Digital concept maps displaying collaborators' knowledge structures and information resources enhance computer-supported collaborative problem-solving. This experimental study compared 40 triads—20 with access to partners' concept maps and 20 without—on problem-solving tasks. Results demonstrated that groups with map access acquired greater knowledge-and-information awareness, focused on problem-relevant information, and solved problems faster and more accurately than control groups.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_3_4,2010,5,3,4,stahl_hesse_2006_2015,no,S-COL: A Copernican turn for the development of flexibly reusable collaboration scripts,Christof Wecker & Karsten Stegmann & Florian Bernstein & Michael J. Huber & Georg Kalus & Ingo Kollar & Sabine Rathmayer & Frank Fischer,a,10,"S-COL is a browser-based tool enabling flexible reuse of collaboration scripts across diverse web-based learning platforms. Rather than embedding scripts within specific platforms, S-COL implements scripts in the browser and triggers them by recognizing functionally equivalent page types. An empirical study demonstrated that a collaboration script for online search implemented in S-COL effectively increased students' engagement in early-stage search activities, supporting the tool's feasibility for sustainable script development and reuse.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_3_5,2010,5,3,5,stahl_hesse_2006_2015,no,Revealing preconditions for trustful collaboration in CSCL,Anne Gerdes,c,7,"This philosophical analysis examines preconditions for trust in virtual learning environments. Through phenomenological inquiry and case analysis, the author argues that self-surrender—fundamental to human communication—is undermined by surveillance and impression management in online learning systems. Drawing on open-source community models, the study concludes that volunteerism, self-articulation of goals, and inquiry-based teaching methods can foster mastery-oriented learning and authentic collaborative engagement.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_4_1,2010,5,4,1,stahl_hesse_2006_2015,no,Can the interactive whiteboard support young children’s collaborative communication and thinking in classroom science activities?,Ruth Kershner & Neil Mercer & Paul Warwick & Judith Kleine Staarman,b,5,"Interactive whiteboards can support young children's collaborative communication and thinking in primary science, but effectiveness depends on multiple interacting factors. Through observational analysis of twelve classrooms, researchers found the IWB facilitates productive dialogue when combined with teacher scaffolding, established ""talk rules,"" and appropriate classroom participation structures. However, the technology alone is not pedagogically transformative; success requires careful integration with other classroom resources and attention to both social and cognitive dimensions of collaborative learning.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_4_2,2010,5,4,2,stahl_hesse_2006_2015,no,Sharing and cultivating tacit knowledge in an online learning environment,Meng Yew Tee & Dennis Karney,c,7,"Online graduate business students cultivated tacit knowledge through a strategic management course using naturalistic inquiry methodology. The course combined readings, threaded discussions, and a simulation game, creating a ""ba"" (shared context) that encouraged socialization, externalization, combination, and internalization processes aligned with Nonaka's knowledge creation model. Students reported learning tacit dimensions impossible to acquire from textbooks alone.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_4_3,2010,5,4,3,stahl_hesse_2006_2015,no,Using activity theory to understand intergenerational play: The case of Family Quest,Sinem Siyahhan & Sasha A. Barab & Michael P. Downton,c,0,"# Summary This study examined intergenerational play between parents and children (ages 9-13) using Quest Atlantis, an educational 3D game, through activity theory analysis. Five-week observations of seven parent-child dyads revealed that successful collaborative gaming required shared intentions and expertise exchange. While outcomes varied across dyads, the research demonstrated that educational video games can facilitate meaningful family bonding and learning, particularly when designed to encourage parents and children to leverage complementary skills around personally relevant narratives.",,,,,,,,,,,,,,,,,,,
ijCSCL_5_4_4,2010,5,4,4,stahl_hesse_2006_2015,no,The collaborative construction of chronotopes during computer-supported collaborative professional tasks,Maria Beatrice Ligorio & Giuseppe Ritella,c,5,"# Summary This study analyzes how teachers collaboratively construct spatial and temporal frameworks during computer-supported professional planning using qualitative video analysis of six sessions. The researchers identified three distinct chronotopes—Adagio, Andante, and Allegretto—representing different interaction tempos shaped by tool features, activity complexity, and participant expertise. Results demonstrate that technology mediates collaboration by creating multiple overlapping spaces where different types of coordination emerge, revealing how space-time co-construction fundamentally influences group professional work.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_1_1,2011,6,1,1,stahl_hesse_2006_2015,no,"The Singapore experience: Synergy of national policy, classroom practice and design research",Chee-Kit Looi & Hyo-Jeong So & Yancy Toh & Wenli Chen,f,13,"Singapore's systemic approach to CSCL integration demonstrates how design research methodology bridges macro-level policy, meso-level school implementation, and micro-level classroom interactions. Through the GroupScribbles project across multiple schools, researchers co-designed collaborative learning activities with teachers, developed design principles for rapid collaborative knowledge improvement, and achieved sustainable adoption. This multi-level alignment of policy, practice, and research provides a model for scaling CSCL innovations while addressing real classroom constraints.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_1_2,2011,6,1,2,stahl_hesse_2006_2015,no,Temporality matters: Advancing a method for analyzing problem-solving processes in a computer-supported collaborative environment,Manu Kapur,c,4,"This study advances Lag-sequential Analysis (LsA) as a quantitative method for examining temporal patterns in computer-supported collaborative learning groups. Applied to synchronous online problem-solving discussions, LsA revealed significant sequential interaction patterns invisible to traditional ""coding and counting"" approaches. Critically, temporal transition patterns between process categories emerged as the strongest predictor of group performance, demonstrating that analyzing the order and sequence of collaborative interactions—not merely their frequency—is essential for understanding collaborative learning processes.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_1_3,2011,6,1,3,stahl_hesse_2006_2015,no,Learning the physics of electricity: A qualitative analysis of collaborative processes involved in productive failure,Suneeta A. Pathak & Beaumie Kim & Michael J. Jacobson & Baohui Zhang,c,8,"This qualitative study examines collaborative problem-solving dynamics in physics education using computer-supported learning. Two student dyads—one experiencing productive failure through initial low-structured activities followed by high-structured ones, and another receiving only high-structured activities—solved electricity problems using NetLogo models. Analysis of video, screen captures, and solutions revealed that initial struggle enabled deeper engagement with the model and reflective reasoning, while over-scripted activities hindered meaningful collaboration and conceptual understanding.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_1_4,2011,6,1,4,stahl_hesse_2006_2015,no,Exploring e-learners' perceptions of net-based peer-reviewed English writing,Zi-gang Ge,c,2,"This study examined asynchronous, blind peer review for improving Chinese adult e-learners' English writing. Thirty-six students divided into three ability groups participated in a year-long experiment with rotating cross-group peer reviews mediated by the instructor. Results showed all groups improved, with lower-ability students making greater progress than higher-ability students. However, high-ability students became discouraged when paired with lower-ability peers for extended periods, suggesting flexible grouping strategies may be necessary.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_1_5,2011,6,1,5,stahl_hesse_2006_2015,no,The logic of wikis: The possibilities of the Web 2.0 classroom,Michael Glassman & Min Ju Kang,b,12,"Web 2.0 tools like wikis and blogs can enable Dewey's vision of democratic education by supporting abductive reasoning—the logic of hypothesis generation essential for creative problem-solving. Unlike traditional deductive approaches emphasizing certainty, abduction requires simultaneously maintaining multiple competing premises, a capability previously impossible in classrooms but now feasible through hypertext-based technologies that create scale-free networks of interconnected information nodes.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_1_6,2011,6,1,6,stahl_hesse_2006_2015,no,Perspective taking and synchronous argumentation for learning the day/night cycle,Baruch B. Schwarz & Yaron Schur & Haim Pensso & Naama Tayer,c,9,"Combining perspective-taking through pictures and synchronous computer-supported argumentation promotes conceptual learning of the day/night cycle in Grade 8 students. Using the Digalo tool and design-research methodology with pre-post testing, the study found significant improvements in mental models, elaboration, and knowledge integration. However, teacher mediation during small-group discussions did not enhance learning outcomes, suggesting that meticulous task design and peer argumentation were primary drivers of conceptual change.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_2_1,2011,6,2,1,stahl_hesse_2006_2015,no,Bridging research and practice: Implementing and sustaining knowledge building in Hong Kong classrooms Carol K. K. Chan,Carol Chan,b,13,"# Summary This article examines how computer-supported collaborative learning (CSCL) research translates into classroom practice through a case study of knowledge-building implementation in Hong Kong schools. Using design-based research across macro (policy), meso (teacher networks), and micro (classroom) levels, the study identifies three critical themes: systemic alignment across educational levels, capacity building through principle-based teacher communities, and innovation as continuous inquiry. Findings demonstrate that sustained CSCL adoption requires coordinating institutional policies, teacher professional development networks, and classroom design while adapting research models to local socio-cultural contexts.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_2_2,2011,6,2,2,stahl_hesse_2006_2015,no,Wiki-supported collaborative learning in primary education: How a dialogic space is created for thinking together,Manoli Pifarré & Judith Kleine Staarman,c,12,"This study examined how wikis support primary students' collaborative knowledge construction through a dialogic lens. Twenty-five students engaged in a science project using MediaWiki, combining asynchronous wiki interaction with synchronous face-to-face collaboration. Analysis revealed students developed exploratory, cumulative, and disputational talk patterns, establishing intersubjective understanding. The collaborative wiki text demonstrated greater complexity, length, and reasoning than initial individual proposals, supporting the claim that dialogic approaches enhance wiki-based collaborative learning.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_2_3,2011,6,2,3,stahl_hesse_2006_2015,no,An information processing perspective on divergence and convergence in collaborative learning Robert L. Jorczak,Robert L. Jorczak,c,4,"Jorczak proposes a Collaborative Information Processing (CIP) model explaining how peer discussion facilitates learning through information divergence and convergence. Using information processing theory, the model demonstrates that groups benefit from diverse member perspectives triggering conceptual conflict, followed by convergent processes achieving shared understanding. The CIP framework unifies cognitive and social interaction theories, predicting that heterogeneous groups and divergent information exchange enhance collaborative learning outcomes.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_2_4,2011,6,2,4,stahl_hesse_2006_2015,no,Comparing the effects of representational tools in collaborative and individual inquiry learning,Bas Kolloffel & Tessa H. S. Eysink & Ton de Jong,b,8,"Collaborative learners significantly outperformed individual learners in combinatorics and probability inquiry learning, particularly on intuitive and situational knowledge. Using a pre-test/post-test design with 61 collaborative dyads and 95 individual students, three representational tool formats (conceptual, arithmetical, textual) were compared. Results showed collaboration's benefits persisted regardless of tool use, while individual learners benefited from externalization. Representational format did not directly enhance specific knowledge types as hypothesized, though approximately 50% adopted conceptual or textual tools versus only 20% using arithmetical formats.",,,,,,,,,,,,,,,,,,,
