id,title,authors,editorial,doi,year,volume,issue,article_number,notes
2019_v14i2_10.1007_s11412-019-09303-4_Socio-cognitive_openness_in_online_knowledge_building_discourse_does_openness_keep_convers,,Frank P. C. M. de Jong & Jan van Aalst & Natascha de Hoog & Hennie van Heijst & Paul A. Kirschner,,,,,,,Conservative author cleanup (insert missing '&' separator).
2020_v15i2_10.1007_s11412-020-09321-7_Talking_about_group_but_not_individual_process_aids_group_performance,,Noel Capon & Hueiyi Lai & Deanna Kuhn,,,,,,,Conservative author cleanup (insert missing '&' separator).
ijCSCL_4_1_1,,Diana Laurillard,,,,,,,Conservative author cleanup (remove mixed-in non-author text).
2016_v11i4_10.1007_s11412-016-9245-3_Toward_a_classification_of_discourse_patterns_in_asynchronous_online_discussions,,Jan van Aalst & Carol K. K. Chan & Ella L. F. Fu,,,,,,,Conservative author cleanup (insert missing '&' separator).
2018_v13i3_10.1007_s11412-018-9282-1_Why_and_how_do_middle_school_students_exchange_ideas_during_science_inquiry,,Camillia Matuk,,,,,,,Conservative author cleanup (remove mixed-in non-author text).
2025_v20i1_10.1007_s11412-023-09392-2_Contesting_sociocomputational_norms_Computer_programming_instructors_and_students_stancetaking_around_refactoring,,Morgan M. Fong & David DeLiema & Virginia J. Flood & Oia Walker-van Aalst,,,,,,,Automated author cleanup (special-character normalization)
2021_v16i2_10.1007_s11412-021-09343-9_Net.Create_Network_Visualization_to_Support_Collaborative_Historical_Knowledge_Building,,Kalani Craig & Joshua Danish & Megan Humburg & Cindy Hmelo-Silver & Maksymilian Szostalo & Ann McCranie,,,,,,,Automated author cleanup (special-character normalization)
2016_v11i3_10.1007_s11412-016-9237-3_You_like_it_you_learn_it_affectivity_and_learning_in_competitive_social_role_play_gaming,,Cyril Brom & Michaela Slussareff & Tereza Selmbacherova,,,,,,,Automated author cleanup (special-character normalization)
2021_v16i2_10.1007_s11412-021-09344-8_Social_sensitivity_a_manifesto_for_CSCL_research,,Jaana Isohatala & Piia Naykki & Sanna Jarvela & Michael J. Baker & Kristine Lund,,,,,,,Automated author cleanup (special-character normalization)
ijCSCL_10_1_3,Whoa! We’re going deep in the trees!: Patterns of collaboration around an interactive information visualization exhibit,,,,,,,,Title punctuation cleanup (remove OCR quote markers).
2017_v12i1_10.1007_s11412-017-9248-8_This_is_the_size_of_one_meter_Childrens_bodily-material_collaboration,This is the size of one meter: Children’s bodily-material collaboration,,,,,,,,Title punctuation cleanup (remove OCR quote markers).
2017_v12i4_10.1007_s11412-017-9266-6_I_think_you_just_got_mixed_up_confident_peer_tutors_hedge_to_support_partners_face_needs,I think you just got mixed up: confident peer tutors hedge to support partners’ face needs,,,,,,,,Title punctuation cleanup (remove OCR quote markers).
2018_v13i2_10.1007_s11412-018-9275-0_Community_technology_mapping_inscribing_places_when_everything_is_on_the_move,Community technology mapping: inscribing places when everything is on the move,,,,,,,,Title punctuation cleanup (remove OCR quote markers).
